Level,Level 1 - Site,Level 2 - Facility,Level 3 - Area Code,Level 3 - Area Name,Level 4 - Sub-Area,Level 5 - System / Parent Asset,Level 5 - Functional Location,Level 6 - Asset Number,Level 6 - Equipment Name,Level 6 - Functional Location,Level 6 - P&ID Tags,Level 7 - Component Code,Level 7 - Component Type,Level 7 - Component Name,Level 7 - Manufacturer,Level 7 - Model,Level 7 - Serial Number,Level 7 - P&ID Tags,Level 7 - Oil Type,Level 7 - Oil Volume,Level 7 - Input Speed,Level 7 - Output Speed,Level 7 - Weight,Level 7 - Motor Speed,Level 7 - Protection,Level 7 - Voltage,Level 7 - Pump Flow,Level 7 - Operating Pressure,Level 7 - Displacement,Level 7 - Motor Ref,Level 7 - Pump Ref
1,TCMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-118,Thickener Field MCC,TCMG-PP-UTL-ELEC-FMCC01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-120,Reagents Field MCC,TCMG-PP-UTL-ELEC-FMCC01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-121,Water Tanks Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-122,Water Ponds Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-125,Filter Press Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-129,Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-130,Elution Area Field MCC,,,,,,,,,,,,,,,,,,,,,
4,TCMG,Processing Plant,UTL,Utilities & Power,Water,,,,,,,,,,,,,,,,,,,,,,,,,
5,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,GW01-TK01,Gland Water Tank,TCMG-PP-UTL-WATER-GW01,11-TK-212,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,GW01-PA01,Gland Water Pumps (Duty),TCMG-PP-UTL-WATER-GW01,11-PU-155A,,,,,,,,,,,,,,,,,,,
7,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,GW01-PA01,Gland Water Pumps (Duty),TCMG-PP-UTL-WATER-GW01,,,Gland Water Pump - Duty,Pump,,10SV09F040T/D,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,GW01-PB01,Gland Water Pumps (Standby),TCMG-PP-UTL-WATER-GW01,11-PU-155B,,,,,,,,,,,,,,,,,,,
7,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,GW01-PB01,Gland Water Pumps (Standby),TCMG-PP-UTL-WATER-GW01,,,Gland Water Pump - Standby,Pump,,10SV09F040T/D,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Water,GW01 Gland Water,TCMG-PP-UTL-WATER-GW01,GW01-PIPE01,Pipe – Gland Water DN32 (Mill Area),TCMG-PP-UTL-WATER-GW01,052-WGW-HD1-32-PN12.5,,,,,,,,,,,,,,,,,,,
